File Size :  7840016 Byte.
Magic Number(4Byte) :  0x803
Number Of Items(4Byte) :  10000
Number Of Rows(4Byte) :  28
Number Of Colmuns(4Byte) :  28
Data size :  7840000 Byte.
File Size :  10008 Byte.
Magic Number(4Byte) :  0x801
Number Of Items(4Byte) :  10000
Data size :  10000 Byte.
Number Of Labels To "0" :  980
Number Of Labels To "1" :  1135
Number Of Labels To "2" :  1032
Number Of Labels To "3" :  1010
Number Of Labels To "4" :  982
Number Of Labels To "5" :  892
Number Of Labels To "6" :  958
Number Of Labels To "7" :  1028
Number Of Labels To "8" :  974
Number Of Labels To "9" :  1009
data  size :  10000
label size :  10000
--start--
@@ Show after learning @@
------Input[8]------ miss :  5.0  ->  6
------Input[151]------ miss :  9.0  ->  8
------Input[195]------ miss :  3.0  ->  8
------Input[233]------ miss :  8.0  ->  7
------Input[241]------ miss :  9.0  ->  8
------Input[242]------ miss :  8.0  ->  9
------Input[247]------ miss :  4.0  ->  2
------Input[257]------ miss :  8.0  ->  6
------Input[259]------ miss :  6.0  ->  0
------Input[300]------ miss :  4.0  ->  6
------Input[320]------ miss :  9.0  ->  7
------Input[321]------ miss :  2.0  ->  7
------Input[340]------ miss :  5.0  ->  3
------Input[349]------ miss :  3.0  ->  7
------Input[352]------ miss :  5.0  ->  0
------Input[381]------ miss :  3.0  ->  7
------Input[386]------ miss :  6.0  ->  0
------Input[412]------ miss :  5.0  ->  3
------Input[435]------ miss :  8.0  ->  7
------Input[445]------ miss :  6.0  ->  0
------Input[478]------ miss :  5.0  ->  8
------Input[479]------ miss :  9.0  ->  3
------Input[495]------ miss :  8.0  ->  0
------Input[502]------ miss :  5.0  ->  7
------Input[511]------ miss :  4.0  ->  7
------Input[553]------ miss :  8.0  ->  6
------Input[565]------ miss :  4.0  ->  9
------Input[571]------ miss :  4.0  ->  9
------Input[578]------ miss :  3.0  ->  2
------Input[582]------ miss :  8.0  ->  2
------Input[591]------ miss :  8.0  ->  3
------Input[619]------ miss :  1.0  ->  8
------Input[628]------ miss :  3.0  ->  9
------Input[645]------ miss :  5.0  ->  6
------Input[659]------ miss :  2.0  ->  7
------Input[667]------ miss :  7.0  ->  2
------Input[684]------ miss :  7.0  ->  2
------Input[691]------ miss :  8.0  ->  4
------Input[692]------ miss :  5.0  ->  7
------Input[707]------ miss :  4.0  ->  9
------Input[720]------ miss :  5.0  ->  8
------Input[740]------ miss :  4.0  ->  9
------Input[760]------ miss :  4.0  ->  9
------Input[791]------ miss :  5.0  ->  9
------Input[810]------ miss :  7.0  ->  2
------Input[839]------ miss :  8.0  ->  3
------Input[846]------ miss :  7.0  ->  9
------Input[881]------ miss :  4.0  ->  9
------Input[900]------ miss :  1.0  ->  3
------Input[938]------ miss :  3.0  ->  5
------Input[947]------ miss :  8.0  ->  9
------Input[950]------ miss :  7.0  ->  2
------Input[951]------ miss :  5.0  ->  4
------Input[956]------ miss :  1.0  ->  2
------Input[959]------ miss :  4.0  ->  9
------Input[965]------ miss :  6.0  ->  0
------Input[1014]------ miss :  6.0  ->  5
------Input[1032]------ miss :  5.0  ->  8
------Input[1039]------ miss :  7.0  ->  2
------Input[1062]------ miss :  3.0  ->  7
------Input[1089]------ miss :  5.0  ->  0
------Input[1096]------ miss :  7.0  ->  9
------Input[1107]------ miss :  9.0  ->  3
------Input[1112]------ miss :  4.0  ->  6
------Input[1119]------ miss :  7.0  ->  2
------Input[1128]------ miss :  3.0  ->  7
------Input[1181]------ miss :  6.0  ->  1
------Input[1194]------ miss :  7.0  ->  9
------Input[1198]------ miss :  8.0  ->  4
------Input[1206]------ miss :  7.0  ->  2
------Input[1226]------ miss :  7.0  ->  2
------Input[1232]------ miss :  9.0  ->  6
------Input[1242]------ miss :  4.0  ->  9
------Input[1243]------ miss :  5.0  ->  6
------Input[1247]------ miss :  9.0  ->  3
------Input[1263]------ miss :  4.0  ->  9
------Input[1270]------ miss :  4.0  ->  9
------Input[1281]------ miss :  5.0  ->  0
------Input[1283]------ miss :  7.0  ->  2
------Input[1289]------ miss :  5.0  ->  9
------Input[1299]------ miss :  5.0  ->  7
------Input[1319]------ miss :  8.0  ->  3
------Input[1325]------ miss :  8.0  ->  6
------Input[1326]------ miss :  7.0  ->  2
------Input[1328]------ miss :  7.0  ->  9
------Input[1364]------ miss :  8.0  ->  2
------Input[1378]------ miss :  5.0  ->  6
------Input[1391]------ miss :  4.0  ->  9
------Input[1393]------ miss :  5.0  ->  3
------Input[1414]------ miss :  9.0  ->  7
------Input[1415]------ miss :  8.0  ->  6
------Input[1429]------ miss :  9.0  ->  4
------Input[1440]------ miss :  4.0  ->  9
------Input[1447]------ miss :  5.0  ->  6
------Input[1465]------ miss :  4.0  ->  6
------Input[1467]------ miss :  5.0  ->  9
------Input[1476]------ miss :  5.0  ->  3
------Input[1494]------ miss :  7.0  ->  9
------Input[1500]------ miss :  7.0  ->  1
------Input[1522]------ miss :  7.0  ->  9
------Input[1525]------ miss :  5.0  ->  0
------Input[1527]------ miss :  1.0  ->  6
------Input[1530]------ miss :  8.0  ->  7
------Input[1549]------ miss :  4.0  ->  6
------Input[1553]------ miss :  9.0  ->  8
------Input[1569]------ miss :  6.0  ->  4
------Input[1571]------ miss :  4.0  ->  9
------Input[1581]------ miss :  7.0  ->  3
------Input[1609]------ miss :  2.0  ->  6
------Input[1634]------ miss :  4.0  ->  7
------Input[1641]------ miss :  5.0  ->  2
------Input[1681]------ miss :  3.0  ->  7
------Input[1709]------ miss :  9.0  ->  3
------Input[1717]------ miss :  8.0  ->  0
------Input[1737]------ miss :  5.0  ->  2
------Input[1751]------ miss :  4.0  ->  3
------Input[1759]------ miss :  8.0  ->  6
------Input[1773]------ miss :  1.0  ->  6
------Input[1782]------ miss :  8.0  ->  9
------Input[1790]------ miss :  2.0  ->  7
------Input[1819]------ miss :  6.0  ->  0
------Input[1828]------ miss :  3.0  ->  7
------Input[1850]------ miss :  8.0  ->  7
------Input[1865]------ miss :  4.0  ->  9
------Input[1868]------ miss :  1.0  ->  2
------Input[1874]------ miss :  5.0  ->  8
------Input[1878]------ miss :  8.0  ->  3
------Input[1880]------ miss :  6.0  ->  0
------Input[1901]------ miss :  9.0  ->  4
------Input[1911]------ miss :  5.0  ->  0
------Input[1917]------ miss :  5.0  ->  8
------Input[1920]------ miss :  4.0  ->  9
------Input[1930]------ miss :  2.0  ->  4
------Input[1931]------ miss :  5.0  ->  3
------Input[1940]------ miss :  5.0  ->  0
------Input[1941]------ miss :  7.0  ->  2
------Input[1952]------ miss :  9.0  ->  3
------Input[1954]------ miss :  5.0  ->  4
------Input[1956]------ miss :  4.0  ->  9
------Input[1970]------ miss :  5.0  ->  3
------Input[1984]------ miss :  2.0  ->  0
------Input[2016]------ miss :  7.0  ->  2
------Input[2018]------ miss :  1.0  ->  7
------Input[2024]------ miss :  7.0  ->  9
------Input[2035]------ miss :  5.0  ->  3
------Input[2043]------ miss :  4.0  ->  8
------Input[2044]------ miss :  2.0  ->  7
------Input[2052]------ miss :  8.0  ->  6
------Input[2053]------ miss :  4.0  ->  9
------Input[2073]------ miss :  5.0  ->  0
------Input[2093]------ miss :  8.0  ->  1
------Input[2098]------ miss :  2.0  ->  0
------Input[2107]------ miss :  8.0  ->  0
------Input[2109]------ miss :  3.0  ->  7
------Input[2118]------ miss :  6.0  ->  0
------Input[2125]------ miss :  5.0  ->  9
------Input[2129]------ miss :  9.0  ->  2
------Input[2130]------ miss :  4.0  ->  9
------Input[2135]------ miss :  6.0  ->  1
------Input[2148]------ miss :  4.0  ->  9
------Input[2182]------ miss :  1.0  ->  2
------Input[2185]------ miss :  0.0  ->  8
------Input[2186]------ miss :  2.0  ->  0
------Input[2189]------ miss :  9.0  ->  1
------Input[2224]------ miss :  5.0  ->  8
------Input[2266]------ miss :  1.0  ->  6
------Input[2272]------ miss :  8.0  ->  0
------Input[2291]------ miss :  5.0  ->  3
------Input[2293]------ miss :  9.0  ->  0
------Input[2325]------ miss :  7.0  ->  2
------Input[2369]------ miss :  5.0  ->  9
------Input[2371]------ miss :  4.0  ->  9
------Input[2394]------ miss :  4.0  ->  9
------Input[2395]------ miss :  8.0  ->  3
------Input[2406]------ miss :  9.0  ->  8
------Input[2408]------ miss :  3.0  ->  9
------Input[2447]------ miss :  4.0  ->  9
------Input[2462]------ miss :  2.0  ->  0
------Input[2476]------ miss :  5.0  ->  9
------Input[2488]------ miss :  2.0  ->  9
------Input[2514]------ miss :  4.0  ->  9
------Input[2526]------ miss :  5.0  ->  3
------Input[2542]------ miss :  6.0  ->  0
------Input[2556]------ miss :  5.0  ->  8
------Input[2559]------ miss :  5.0  ->  3
------Input[2573]------ miss :  5.0  ->  8
------Input[2578]------ miss :  7.0  ->  2
------Input[2582]------ miss :  9.0  ->  7
------Input[2598]------ miss :  8.0  ->  2
------Input[2604]------ miss :  5.0  ->  3
------Input[2607]------ miss :  7.0  ->  2
------Input[2611]------ miss :  5.0  ->  6
------Input[2648]------ miss :  9.0  ->  0
------Input[2654]------ miss :  6.0  ->  1
------Input[2670]------ miss :  5.0  ->  8
------Input[2702]------ miss :  6.0  ->  0
------Input[2715]------ miss :  4.0  ->  9
------Input[2743]------ miss :  5.0  ->  8
------Input[2751]------ miss :  6.0  ->  0
------Input[2754]------ miss :  6.0  ->  0
------Input[2771]------ miss :  4.0  ->  9
------Input[2810]------ miss :  5.0  ->  3
------Input[2850]------ miss :  5.0  ->  3
------Input[2854]------ miss :  9.0  ->  7
------Input[2896]------ miss :  8.0  ->  0
------Input[2907]------ miss :  4.0  ->  9
------Input[2919]------ miss :  5.0  ->  9
------Input[2921]------ miss :  3.0  ->  2
------Input[2925]------ miss :  5.0  ->  0
------Input[2927]------ miss :  3.0  ->  2
------Input[2945]------ miss :  3.0  ->  9
------Input[2970]------ miss :  5.0  ->  2
------Input[2986]------ miss :  5.0  ->  6
------Input[3030]------ miss :  6.0  ->  2
------Input[3060]------ miss :  9.0  ->  7
------Input[3062]------ miss :  8.0  ->  6
------Input[3073]------ miss :  1.0  ->  3
------Input[3095]------ miss :  5.0  ->  8
------Input[3102]------ miss :  5.0  ->  3
------Input[3114]------ miss :  4.0  ->  2
------Input[3117]------ miss :  5.0  ->  9
------Input[3130]------ miss :  6.0  ->  0
------Input[3132]------ miss :  1.0  ->  2
------Input[3133]------ miss :  4.0  ->  9
------Input[3145]------ miss :  5.0  ->  9
------Input[3157]------ miss :  5.0  ->  7
------Input[3183]------ miss :  5.0  ->  8
------Input[3189]------ miss :  7.0  ->  4
------Input[3206]------ miss :  8.0  ->  3
------Input[3284]------ miss :  8.0  ->  7
------Input[3289]------ miss :  8.0  ->  9
------Input[3330]------ miss :  2.0  ->  3
------Input[3376]------ miss :  7.0  ->  9
------Input[3384]------ miss :  2.0  ->  0
------Input[3405]------ miss :  4.0  ->  9
------Input[3410]------ miss :  4.0  ->  9
------Input[3422]------ miss :  6.0  ->  0
------Input[3437]------ miss :  4.0  ->  9
------Input[3468]------ miss :  5.0  ->  8
------Input[3490]------ miss :  4.0  ->  9
------Input[3503]------ miss :  9.0  ->  1
------Input[3520]------ miss :  6.0  ->  4
------Input[3533]------ miss :  4.0  ->  9
------Input[3549]------ miss :  3.0  ->  2
------Input[3550]------ miss :  6.0  ->  0
------Input[3558]------ miss :  5.0  ->  0
------Input[3565]------ miss :  5.0  ->  8
------Input[3567]------ miss :  8.0  ->  5
------Input[3573]------ miss :  7.0  ->  4
------Input[3597]------ miss :  9.0  ->  3
------Input[3604]------ miss :  7.0  ->  0
------Input[3636]------ miss :  5.0  ->  3
------Input[3662]------ miss :  8.0  ->  5
------Input[3664]------ miss :  9.0  ->  4
------Input[3702]------ miss :  5.0  ->  3
------Input[3718]------ miss :  4.0  ->  9
------Input[3726]------ miss :  4.0  ->  9
------Input[3727]------ miss :  8.0  ->  4
------Input[3730]------ miss :  7.0  ->  9
